ID1,text,medialink,Sentiment
2299,Dankie Cape Point ... Now off to the beach to learn the Capse Dance lol #southafrica #capetown #nature #beautifulthings #friendship #love,#https://instagram.com/p/w04wlnnzf6/#,Positive
2356,"I love this picture, I'm with a new friend @hawabeauty  and my first baby, big 
#sunshine #happiness #blessings #smike #mybaby #capetown #southafrica #selfiestick",#https://instagram.com/p/w7D_dtGLGx/#,Positive
2359,Nature just kissed my soul. #breathtaking#tablemountain#oceanaddict#capetown#southafrica#surreal,#https://instagram.com/p/w7Yhs0O2mj/#,Positive
2360,Scootering home #Best!! Lol,#https://instagram.com/p/w7V4CwlfIQ/#,Positive
2378,"Alhamdulilah for everything + everyone in my life. Thanks for all the messages, ya'll are the best",#https://instagram.com/p/w7GibsSCTS/#,Positive
2421,SIMON'S TOWN #CapeTown #summer #Lucky #LifeIzGood #Lion #AfriqueDuSud #SouthAfrica #Awesomeness #Africa #theGoodlife,#https://instagram.com/p/xLfajOFdZ8/#,Positive
2449,#penguins #ComeHereAndLetMeLoveYou #BeMyFriend,#https://instagram.com/p/xM3yqDu8K4/#,Positive
2464,#valleyofpsy #vibes #scilab #dj #decor #friends #party #psy #paradise #love #life,#https://instagram.com/p/xNayLSoNXj/#,Positive
2514,Celebrating 1yr of #love,#https://instagram.com/p/xMp3TOId_O/#,Positive
2527,#capetown #capepoint #sky #southafrica #africa #amazing #iphoneonly #instagramers #stunning #path #nature,#https://instagram.com/p/xMkkm0I6g_/#,Positive
2537,#capetown #capepoint #southafrica #nature #animal #baboon #monkey #africa #amazing #iphoneonly,#https://instagram.com/p/xMOx8Uo6rh/#,Positive
2542,Experience of a live time! #CapePoint #familyroadtrip #awesomeness #wonderfultime #westerncape #family,#https://instagram.com/p/xMDfU3wco7/#,Positive
2561,Ariz #Besties #BeachVibes #Free #Finally #BlondesOfInstagram #Sun #Sea #CapeTown,#https://instagram.com/p/xNEc0pDCbV/#,Positive
2603,I did it again! View from the top of Table Mountain! #tablemountain #capetown #southafrica #africa #climbing #hiking #landscape #skyline #view #trip #travel #mothercity #motherafrica #lovesouthafrica #meetsouthafrica #ontop,#https://instagram.com/p/xNSDo2i7Fl/#,Positive
2623,#CapePoint #ilovecapetown,#https://instagram.com/p/xWw--ON8Dj/#,Positive
2625,#CapePoint #ilovecapetown,#https://instagram.com/p/xWwpITt8DF/#,Positive
2630,#CapePoint #ilovecapetown #family,#https://instagram.com/p/xWWT6st8La/#,Positive
2632,#CapePoint #ilovecapetown,#https://instagram.com/p/xWV_X6t8K3/#,Positive
2638,#CapePoint #ilovecapetown #family,#https://instagram.com/p/xWUCSPt8Ib/#,Positive
2639,#CapePoint #ilovecapetown,#https://instagram.com/p/xWT1Pft8IK/#,Positive
2648,#CapePoint #ilovecapetown #family,#https://instagram.com/p/xU1k-Ht8Fn/#,Positive
2651,#CapePoint #ilovecapetown #family,#https://instagram.com/p/xU00l7t8D7/#,Positive
2659,#CapePoint #ilovecapetown,#https://instagram.com/p/xToVKqN8Et/#,Positive
2661,#family #CapePoint #ilovecapetown,#https://instagram.com/p/xTnY5dt8DI/#,Positive
2679,The wind at the end of the world can play some funny tricks,#https://instagram.com/p/xcrYU7Ap5S/#,Positive
2703,One way to #BeatAverage...enjoying the hiking trails at the Southernmost tip of Africa! #CapeTown #CapePoint #SouthAfrica #DiazBeach,#https://instagram.com/p/xZI8e6ElUU/#,Positive
2711,Mmmmmmmmm! Dinner!,#https://instagram.com/p/xXAm9Zvrj9/#,Positive
2726,Now this is what I call a Good Morning,#https://instagram.com/p/xdjtlRJpyy/#,Positive
2737,"""Hope smiles from the threshold of the year to come, whispering 'it will be happier...'""",#https://instagram.com/p/xfHQb1iwJc/#,Positive
2754,A beautiful moonrise on one side while the sunsets on the other side. #moon #clouds #moonrise #fullmoon #full #rock #HPSAgoldenhour #CapeTown #southafrica #igersuct #igerscapetown #igerssouthafrica,#https://instagram.com/p/xeFj9yEyYx/#,Positive
2838,Fun in the #waves at Glencairn last weekend #beach #holidays #summer #capetown #clouds,#https://instagram.com/p/xeb_8Us0OK/#,Positive
2842,Great piece in workshop,#https://instagram.com/p/xe-JH1Lnwt/#,Positive
2848,"To those unexpected moments, untold stories, confessions/interrogations.... gotta love them.  #friendships #greatcompany #sushi #cocktails #tryingoutnewthings #lifeatitsbest",#https://instagram.com/p/xet9CenF4_/#,Positive
2863,#bloodorange #rosey #glasses #sunset #capetown #peace #blueberrybutterflies #smiley #cheque #matthew #hashtag #money #yoyo #grapes #yum #newyork #blah #blah #cloud #yay #friends #love #cherish #blessed #fruit #fry #fish,#https://instagram.com/p/xeTF4VDQXJ/#,Positive
2903,"Beautiful - wind that would blow your eyeballs out of your skull.

#LoveCapeTown #Ocean #Surf",#https://instagram.com/p/xpdzM-sz-s/#,Positive
2922,Great day with the brother. Thank you! #vsco #vscocam #simonstown #capetown #navalbase #ford,#https://instagram.com/p/xugk2Mjv2c/#,Positive
2924,Great shot on one of our pelagic dives earlier this week! Image by Harry Stone,#https://instagram.com/p/xuJVnoDL18/#,Positive
2929,Sunday relaxation,#https://instagram.com/p/xtdfXUpI3j/#,Positive
2944,White sharks hunting naturally at Seal Island! Best place in the world to see this behavior! 120fps at 4k on #redepic,#https://instagram.com/p/xqLxdDGtGS/#,Positive
2957,We had an exciting Monday! 16YN#happy #Monday #wildlife #holidays #penguins #BouldersBay #SouthAfrica #ThePittsInSA,#https://instagram.com/p/xwft_GGFtd/#,Positive
2987,Longest friendsssss,#https://instagram.com/p/xxC4MqJUj3/#,Positive
2994,At Long Beach. Where I spent most of my younger years in the water. Still such an awesome place #longbeach #capetown #surf #travel,#https://instagram.com/p/xwrUiLK39b/#,Positive
3035,Beauty evening,#https://instagram.com/p/xw6fOfJ4Fw/#,Positive
3037,Such a fun day today! I love this boy Too Much!  @16_maestro_16,#https://instagram.com/p/xw2k1VHN7x/#,Positive
3039,That Tokai view tho!,#https://instagram.com/p/xw2FKjvGIH/#,Positive
3040,For this shot i needed a fisheye... What a view!  #Hipstamatic #RayMarkII #BlankoFreedom13,#https://instagram.com/p/xw0_LQjL8r/#,Positive
3115,@delilahmae1 Telling me all about it...  #holiday #fun #TheCousins #bonding #homefromhome #namibia #windhoek,#https://instagram.com/p/xwpSoXjT_4/#,Positive
3122,Nothing beats a frozen #margarita on the #beach #happiness #cocktails #summer #holiday #houtbay #westerncape cc @deanpant,#https://instagram.com/p/xwWJQQmv_-/#,Positive
3130,Boomslang with my bestie,#https://instagram.com/p/xxd-6RINWj/#,Positive
3135,#mySon#myBabySon#young#free#full of life......love him,#https://instagram.com/p/xxT2S4wlLm/#,Positive
3197,My finest photographic moment #art,#https://instagram.com/p/x7ua8VOib2/#,Positive
3236,A stunner #beach and a must see while visiting on the Indian Ocean side in #muizenberg beach #capetown #southafrica by the #wanderscollectors,#https://instagram.com/p/yDMs8typdI/#,Positive
3281,Foot in the Indian Ocean #CapeTown #CapeofGoodHope #SouthAfrica #IndianOcean #ohthejoy,#https://instagram.com/p/x9Rj5IzOyM/#,Positive
3287,#Capeofgoodhope #kaapdegoedehoop #southafrica #beautiful #nature #selfie #selfiestick #nofilter #holiday #friends #potd,#https://instagram.com/p/x8avUiS58O/#,Positive
3288,The Cape of Good Hope! #CapeOfGoodHope #CapeTown #CaboDaBoaEsperan?a #CidadeDoCabo #SouthAfrica #AfricaDoSul #Africa #Summer #Verao #Amazing #Sea #Ocean,#https://instagram.com/p/x675JztLet/#,Positive
3301,#BHmoments #bayharbourmarket #houtbay #capetown #southafrica #nelsonmandela #legend #peace #goodtimes,#https://instagram.com/p/yDfG0tvxRT/#,Positive
3337,#OLD_ARCHIVE at #CAPETOWN ONE OF THE BEST CITIES I HAVE VISITED. REALLY MISSING THAT CITY,#https://instagram.com/p/yDV7Nvuz6I/#,Positive
3349,South Africa continued: the best view yet!,#https://instagram.com/p/yDNGV0N61D/#,Positive
3369,"Perspective determines your journey, it's in your attitude towards your discoveries, challenges and vision. 
#feeling #inspired #travel #explore",#https://instagram.com/p/yHBm5YGofW/#,Positive
3378,Funday shooting #makeupartist #stylist #capetown,#https://instagram.com/p/ySizGCoHOq/#,Positive
3392,Three happy girls at Jeremy Loops yesterday,#https://instagram.com/p/yRDzQLoNko/#,Positive
3393,#simonstown #dog #me #yesterday #theCape #happy #coastal #iLoveThisCity,#https://instagram.com/p/yQ63e4O5b0/#,Positive
3436,"Rails on the beach!
#train #rail #southafrica #capetown #pombosnaafrica #beach #amazingview",#https://instagram.com/p/yVf5EBTDhP/#,Positive
3448,"when you like your work, everyday is a holiday",#https://instagram.com/p/yTqIqYplED/#,Positive
3449,Glad reje,#https://instagram.com/p/ySfv7kl3mw/#,Positive
3527,#Braai #Perdekloof #CapePoint #Family #Sunshine #Love #Kevin #Charne #Brent #Zachary  #Marsh? #Alfonso #Goodtimes #Scenic #Fun #LifeIsTooShort #HaveFun #Scarborough #RedHill #SimonsTown,#https://instagram.com/p/yS1QUmwIYm/#,Positive
3531,Besties. And a sailor. @pabzilla13,#https://instagram.com/p/yShwHFLScH/#,Positive
3532,"To eat, or not to eat, that is the question. 
Guess his answer!

#happyhorse #happyrider #grazing #equestrian #chilling #relaxing",#https://instagram.com/p/ySeNgxHePQ/#,Positive
3548,"Another stunning day in Hout Bay.
#Neverwanttoleave #roomview #harbor #boats #stunning #mountains #serenity #allday",#https://instagram.com/p/yUQa6PvWbv/#,Positive
3564,#capetown alight - picture doesn't do it justice #amazingview #lionshead,#https://instagram.com/p/yVhhBEI7nN/#,Positive
3578,#tablemountain #southafrica #capetown #carpediem #ayakala #travel #traveling #TagsForLikes #TFLers #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #my,#https://instagram.com/p/yVJkhGmdJX/#,Positive
3597,One of the most beautiful places I've ever been...,#https://instagram.com/p/ycfqlGLXC9/#,Positive
3600,Hands to Supper..!!,#https://instagram.com/p/ymybZaEd11/#,Positive
3605,Getting strong #IMSA #aminorip #lovingit,#https://instagram.com/p/ykdFyKzI82/#,Positive
3658,Penguins rock,#https://instagram.com/p/yjLzl_tJal/#,Positive
3670,Surf girl happy face to ocean even if water is cold #surf #happyness #capetown #southafrica,#https://instagram.com/p/ynceJQARQ3/#,Positive
3683,#epic #clouds #flying #home this #morning to #capetown #builtbywildman,#https://instagram.com/p/ymCxgVhryc/#,Positive
3692,Little Dot wants her mommy all to herself. Special day,#https://instagram.com/p/ykPrnCJqTG/#,Positive
3705,Seriously love this girl to bits and pieces #hoekedonsouthaf #arewebeingpunked #Africanlovethisplace #SouthAfrica #marfrica #shesthegreatest,#https://instagram.com/p/ynSGgUpFRM/#,Positive
3725,"I'm sooooo strong! #Workout #Exercise #PullUps U10's only! 
#Sea #Sand tidal #Pool #Kalkbay #CapeTown",#https://instagram.com/p/ynAcXgro6C/#,Positive
3800,"someone once said that wherever you go becomes a part of you somehow, and I can truly say South Africa and this adventure has truly become a part of me. the experiences, the friends and the memories are forever engrained on my heart and I can't wait to g",#https://instagram.com/p/yne7gAR9gP/#,Positive
3805,Oh Happy Days! #bruceandsamir,#https://instagram.com/p/ynZUYgG0jQ/#,Positive
3847,We love receiving pics like these! Our very own @alvarito96 reppin his #CycleHolics shirt all the way from Cape Point Africa.!!! Enjoy it my friend  #SickView #CapePoint #CapeTown #Africa #CHInternational #CHWorldWide #CHTravels,#https://instagram.com/p/y4848IQG4F/#,Positive
3856,Windy Sundays #windy #ilovecapetown #summer #colour #beautiful,#https://instagram.com/p/y1waggL0Dr/#,Positive
3891,"Load shedding allows for a bit of creativity... Clouds, my favourite fluffy little things!!! #clouds #sky #nature #beauty #sunset #dusk #thisisafrica #thisissouthafrica #thisiscapetown",#https://instagram.com/p/y3lQBLyZtz/#,Positive
3913,Spectacular sky from our window tonight,#https://instagram.com/p/y47b7SRPXR/#,Positive
3922,Cape town you beauty! #neverdisappoints#home#kommetjie#loveit#sundaywalks#vscocam,#https://instagram.com/p/y2mjTZQ9VZ/#,Positive
3924,What a beautiful day surfing in Muizenberg today. Off-Shore winds. 2-3 foot waves. Surfed for an hour or so. Came in for a while and went out for another hour-and-a half! Had one of my best rides to date! #muizenberg #muizenbergsurfing #muizenbergsouthaf,#https://instagram.com/p/y2lw5bLgiu/#,Positive
3944,Beauty at its best #creation #cape #capetown #southafrica,#https://instagram.com/p/y4EtluJ2ha/#,Positive
3950,#capeofgoodhope #capetown #hope,#https://instagram.com/p/y2vyZ0ow-0/#,Positive
4008,"Can't wait for more days of saucy skate sessions, like this one.",#https://instagram.com/p/y4yHrfupJl/#,Positive
4018,#tokai #forest #capetown #lovecapetown #silvermine #amazingcapetown #capetownmagazine #mountain #elephantseye #hike,#https://instagram.com/p/y4Ujari666/#,Positive
4049,Did you say something? #beach #peninsula #tour #funtimes,#https://instagram.com/p/y5SzMrJTEf/#,Positive
4060,#capetown #cpt #southafrica #sun #summer #capepoint #cape of good hope #ocean #sky #happiness #goodbye,#https://instagram.com/p/zJwkCFoWw2/#,Positive
4104,Yummmmm tastings,#https://instagram.com/p/zEL5MgoNQx/#,Positive
4136,Boulders South Africa #boulders #SouthAfrica #vacation #VikDoesCT #wanderlust #ocean #nature #beautiful,#https://instagram.com/p/zIBHEKwdpu/#,Positive
4152,Hah! You know we had to! Loving every minute of #CapeTown !!! Having the best weather ever here also! #tivbuiadventures #wanderlust #traveltheworld #roundtheworld #doyoutravel #globetrotter #travel #worldtraveller #ceilings #architecture #travelgram #tra,#https://instagram.com/p/zLRhRgxy3g/#,Positive
4179,#paradise #longbeach #mothercitymadness,#https://instagram.com/p/zIPCOJk3Bc/#,Positive
4198,Bat ears !!! #dargspecial,#https://instagram.com/p/zK41YioSwP/#,Positive
4268,"Beautiful time at the wine estate...awesome company...learning simple life skills amongst ourselves and being blessed to have been on Earth 23yrs today. 
I am grateful and blessed to have friends and family I can rely, amaze myself and test boundaries wi",#https://instagram.com/p/zKlL6tlZ7t/#,Positive
4270,Finally arrived at paradise jCFZ #paradise #penguins #sea #ocean #rocks #blue #sweet #cute #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instatraveling #mytravelg,#https://instagram.com/p/zKeWX1v1Z5/#,Positive
4277,Before sunrise @cynthiaovereem #llandudno #sunrise #beach #capetown #beautiful,#https://instagram.com/p/zLVXT7zOs3/#,Positive
4291,#sunset #southafrica #beachvibes  #paradise,#https://instagram.com/p/zK-JzIRA5U/#,Positive
4298,well hello Cape Town,#https://instagram.com/p/zKzAFiBzv8/#,Positive
4309,"What a day it was. Outta the kitchen now into the bath tub. Vele, what must to a happen? Lol goodnight!",#https://instagram.com/p/zLcPJjvJPT/#,Positive
4314,"A great week and weekend of collaboration with University College London student at Cardiology, Diabetology and Nephrology at the Limits #CDNATL2015 #atthelimits #internationalcollaboration",#https://instagram.com/p/zLS8FJQhMR/#,Positive
4325,There has not been a better monday,#https://instagram.com/p/zLdgKbqyN7/#,Positive
4338,Just an ordinary story #capetown #capetownmag #amazingcapetown #keepyoureyesopen #summer_in_Cape #myneverland,#https://instagram.com/p/zLS87jS9on/#,Positive
4357,What a view!! #Capetown #nature #sea #ocean #africa #summer #mountains #whitesand #dream,#https://instagram.com/p/zPQ-V7yj-t/#,Positive
4384,Bath and beyond #theview #lazySundays #soap #dreamhouse #gypsylifestyle #kawaii #boho #bohemian #wanderlust #bath #interior #tbt #bestview #gypset #luxury #backpackers  #bathroom #travel #dreamer #love #amore #living,#https://instagram.com/p/zdfeyPPCo6/#,Positive
4389,Shooting in Paradise view from a beautiful Victorian house #tatilifestyle #travel #go #explore #gypset #bohemian #art #gypsysoul #freespirit #forever #traveller #eternal #daydreamer #Beachzone #gypsy #ontheroad #wanderlust #love #timeless #wonderer #fo,#https://instagram.com/p/zcwRi7g4ot/#,Positive
4406,Another day in Witsands #peninsula #capeofgoodhope #capetown #atlantic #ocean #sea #summer #sun #fun #sports #waves #southafrica #africa #me #camrig #cabrinha #gopro #kitesurfing #surfing #kiteboarding,#https://instagram.com/p/zdmHSdxv3y/#,Positive
4416,epic last day with these oaks. @jtasker @willdavidsonphoto,#https://instagram.com/p/zaQ1M2EMoy/#,Positive
4423,"Capetown's Finest #surf #capetown #longbeach #barrels #cooking #swell #stoked #waves #ocean #wsl #billabong 
@wsl @billabong @pedrohiromoto",#https://instagram.com/p/zaz3CZwbys/#,Positive
4442,Awesome sunday at #noordhoek #beach #amazingcapetown #chapmanspeak #capetown #feelslikeholidayeveryweekend,#https://instagram.com/p/zc66dgD1Ii/#,Positive
4477,#southafrica #baboon playing with himself! ;)) #car #beautiful #beach #animal #sex,#https://instagram.com/p/zXccO8jzjU/#,Positive
4483,#saudi_tourist  #amazing_tourist  #cape_town #cape_point #south_africa #the_cape_of_good_hope #travel #love #amazing #africa,#https://instagram.com/p/zVZiMjBXbV/#,Positive
4506,Wave jumping!! #nofilter #lifesabeach,#https://instagram.com/p/zcweWwJatE/#,Positive
4512,Found paradise,#https://instagram.com/p/zcspgVGQ5H/#,Positive
4531,Well played boys back to winning ways #ikeys #tiger #greenmile #uct #rugby,#https://instagram.com/p/zdPO73PjES/#,Positive
4543,"So the golden light was slowly caressing the mountain, soft guitar melody was followed by a haunting voice, afternoon wind was whispering and wine was crispy and fresh. On the 78th day of this eternal summer I decided that settling down in Cape Town is a",#https://instagram.com/p/zdXpD0S9ki/#,Positive
4546,"if you can withstand the travel time, go to South Africa. besides the LONG list of reasons WHY (starting with the people), the dollar is so strong you can swing adventure after adventure and spend so little money. this boat trip was booked on a whim, las",#https://instagram.com/p/zdVx-NPPiV/#,Positive
4568,"Never get tired of doing #CapePoint tour. Always stunning, never boring. Secret spots and hidden paths- #travel with #africanatheart - #CapeTown #SouthAfrica #visitSouthAfrica",#https://instagram.com/p/zp4J0DyuQY/#,Positive
4572,"#SouthAfrica, you're so beautiful it's sort of exhausting. #CapePoint #TableMountainNationalPark #CapePeninsula (*The only thing missing was @nathanportlock)",#https://instagram.com/p/zh_O-JgtOY/#,Positive
4588,Can't wait to come back to my favorite spot Scarborough one more time before I leave ...) #sunsetphotography #sunset #travelphotography #scarborough #capetown #natgeo #natgeoru #insidekitemag #romantsovaphoto #travel,#https://instagram.com/p/zr8QZkxvsi/#,Positive
4638,"Brave men. 
#fire 
#firefighters 
#capetown 
#capefire",#https://instagram.com/p/zuNJ1WAJFH/#,Positive
4666,The postive outlook to this devastating fire is that fynbos needs rejuvenation every 15 odd years. By the end of winter the mountain will look spectacular,#https://instagram.com/p/zvRc5HIeo-/#,Positive
4735,Met some pretty cool guys today.,#https://instagram.com/p/zvDhWuCXk0/#,Positive
4764,World of Birds was sooooo cool!#adventureawaitsSA #houtbay,#https://instagram.com/p/zukroyCYL0/#,Positive
4785,'Think of all the beauty still left around you and be happy' @rudiemccree #kinkydisco #dayparty #actafool #wecool #reallycool #summer #CapeTown,#https://instagram.com/p/zveipQP_24/#,Positive
4788,Aweeeee bru! Thank you for you charisma and amazing madness! I will always keep with my all the crazy adventures we have done together! See you somewhere sometime! #efcapetown #bro #awe #Capetown,#https://instagram.com/p/zvdneajHv9/#,Positive
4790,#throwback #lastweeks #sportfriends #lionshead #madchenliebe #colours #goodtime #fun #workout #hiking #inspired #love #lifetime #unique #chapter #me #stronger #happiness #neverwannachange,#https://instagram.com/p/zvbvvNi4V5/#,Positive
4861,"Hello there 
#penguins #beach #beautiful #blue #boulders #cute #Capetown #fun #follow #instalike #instabeach #igers #instagood #instadaily #like #love #ocean #visual #sea #southafrica #tagsforlikes",#https://instagram.com/p/z-Mt3SwbtL/#,Positive
4923,fun fun #redherring #anniversary,#https://instagram.com/p/0A5r3ohQXq/#,Positive
5007,Apparently this heavenly place goes by the name of Llandudno Bay... Not the Llandudno I grew up knowing #capetown,#https://instagram.com/p/0BB8lQTZOa/#,Positive
5014,Stunning solo cycle along the coast from Camps Bay to Llandudno,#https://instagram.com/p/0Au7YJTUZV/#,Positive
5015,Anth #littlenugget #dadandson #love #gypsy,#https://instagram.com/p/0AsVnZQSU0/#,Positive
5017,I don't know. But there's just something about this that's so majestic #NoFilter #Majestic,#https://instagram.com/p/0BkgndrV97/#,Positive
5039,First swim with my @knektusa GP4 Trigger today! Can't wait for some proper swell #capetown #lovecapetown #amazingcapetown #cityofcapetown #lionshead #glenbeach #instagramcapetown #knekt #knektusa #gopro #wohza #goprouniverse,#https://instagram.com/p/0BaW_lGnIR/#,Positive
5042,#tablemountain #lionshead #nofilters #iLoveCapeTown #tablecloth,#https://instagram.com/p/0BZqd5IPZK/#,Positive
5054,Good night everyone,#https://instagram.com/p/0BU6qPxkxT/#,Positive
5072,Love them or hate them...white sharks are impressive predators!!! For me...I couldn't imagine my life without them,#https://instagram.com/p/0SfJExqbiW/#,Positive
5112,Smart penguins.,#https://instagram.com/p/0TF8I5AKQ8/#,Positive
5150,Nice to get in the  water again,#https://instagram.com/p/0QV3VfAIrA/#,Positive
5188,I bet I win,#https://instagram.com/p/0PFpO9L9QS/#,Positive
5244,Best Spa Day!,#https://instagram.com/p/0SsCrMEAFe/#,Positive
5277,"A glace through the future. I found myself in Wembley Square and looking through some old buildings through a gate at a new highrise in the CBD. The light, the architecture, the various materials, all came together for me. A beautiful, if chilly and wind",#https://instagram.com/p/0TZcuDBk8Q/#,Positive
5284,So many moments captured at yesterday's wedding. This one between the bride&sister was a winner. #wedding #married #bride #sisters #mazeltov #jewsishwedding #celebration #suikerbossie #houtbaywedding #capetownweddingphotographer #shutterlife2015,#https://instagram.com/p/0TQzofuvC8/#,Positive
5297,#cape town#cape of good hope#so good,#https://instagram.com/p/0X6LuIFOMW/#,Positive
5303,But I could afford this one very beautiful shop. thank you Niki,#https://instagram.com/p/0kIY_aGhe_/#,Positive
5377,Biggest seafood platter for 2 ever,#https://instagram.com/p/0fh4NKJQyM/#,Positive
5388,I would've done anything to just give these two a hug each today.,#https://instagram.com/p/0kZ_ITsYm1/#,Positive
5399,"#Surfin' in #muizenberg #capetown! That's what's up!
#waves #getting #surf #on #gopro #floaty #wetsuit #wet #awesome #next #surfer #shaunwhite #ish",#https://instagram.com/p/0iposNrWRc/#,Positive
5410,"My brave and good friend, George!!! #dog #doggystyle #furry #black #friend #swimmer #goodboy #thisisafrica #thisissouthafrica #thisiscapetown",#https://instagram.com/p/0iUabDyZnk/#,Positive
5421,Submerged! I loved the contrast between the cool and warm colours here. #underwater #pool #water #swimming #contrast #cool #warmth #girl #photography,#https://instagram.com/p/0lVETMBcel/#,Positive
5481,Such a great day! Cape of good hope #capepoint #capetown #roadtrip #africa #roomies #beautiful #day #weekend,#https://instagram.com/p/0dPupZMwYE/#,Positive
5504,"After a beautiful game of football I rewarded myself with a Strawberry Dakari at PAKALOLO :) (MANCHESTER UNITED BEAT Liverpool)

@marcus_mento
@chad_cloete 
@stormleonfisher

#Cocktail #Pakalolo #HoutBay #ManchesterUnited #Friends #HugeAssWin #QualityTas",#https://instagram.com/p/0lhd7yyR7N/#,Positive
5544,"#iPhone #bts with @loopphoto
for @NetSportMedia!!!
Day 3 wrapped 
#ilovemyjob
#SeaFolly
#Swimwear
#CapeTown
#SouthAfrica",#https://instagram.com/p/0lbbXtPbEw/#,Positive
5589,Gearing up for another BIG day shark diving!! #sharkdiving @capepointsa #simonstown,#https://instagram.com/p/0ytKx2DL0M/#,Positive
5596,"I was born in this village, Scarborough. My lungs, heart and songs are rooted here. Started my day with a naked swim in this icy ocean. Reborn in the Mother again. May you all be blessed in your day.",#https://instagram.com/p/0wn8EboZ4E/#,Positive
5629,"This is Gidion Felix. He is one of our amazing photographers at church.

His life is a testimony of God's unending Grace & love. I love that he boldly lives his life in a way that inspires & encourages others!

#CrossEqualsLove
#PeopleOfTheCross",#https://instagram.com/p/03JKh0np6y/#,Positive
5642,"You give me life 
Like lots of oxygen 
You treat me like 
I was in love again 
And I hold you tight 
Tight enough to know 
That you are mine 
I'd never let you go",#https://instagram.com/p/03cDfVH0j6/#,Positive
5661,Cape town thank u. Haaaaaaaahhhhh!!!,#https://instagram.com/p/03M9ZEQI6I/#,Positive
5666,Hello Birdie. Taken at an Ostrich farm in Cape Town. #mustvisit #greatestdestinations #travelmore #travel #loveanimals #wildlife #r&r #peta #southafrica #happyholidays #lovetravel #capetown #nature,#https://instagram.com/p/01SOBvPrbC/#,Positive
5715,I like this rectangular cut in the wall that accommodates me,#https://instagram.com/p/02-kEdrKim/#,Positive
5719,#besties #capeofgoodhope #capepoint #wedidit! #almostdied #favoritemoments2015,#https://instagram.com/p/03b-vxL33I/#,Positive
5724,My fav 2 ladies lovit,#https://instagram.com/p/03O2wqv6cc/#,Positive
5758,Tory at the top of Table mountain #wonderofnature,#https://instagram.com/p/03s7rmsT5n/#,Positive
5775,Baks at its best,#https://instagram.com/p/03iivvR4Qs/#,Positive
5787,#paris #bigbus #graffiti #european #living #tourist #colours #goodtimes #nostalgia #vscocam #vsco #vscoofficial,#https://instagram.com/p/03aFEnsjs-/#,Positive
5794,"Cape Town , you stunner.",#https://instagram.com/p/1I5T17CGzf/#,Positive
5802,My heart will always beat to an African drum.,#https://instagram.com/p/1G2zAdMVLf/#,Positive
5804,"HE is risen, and has created such incredible beauty here in Cape Town. Celebrating Easter and His ultimate sacrifice in this gorgeous place today. #pmbMMXV #TayTempTakesSouthAfrica",#https://instagram.com/p/1GhihXo54I/#,Positive
5814,#leonine #sister #dinner #cafe #instagram #fun #magic,#https://instagram.com/p/1ESdN4oNfP/#,Positive
5841,"Amazing morning at Boulders Beach. Kids (and us ??) just loved watching the ""African Penguins"" roaming free on the beach. What a special place!",#https://instagram.com/p/1GFMbFMbEd/#,Positive
5846,Nightcap & Lindt choccies.... Thanks @marlincowie for polishing our beautiful new bed! #nightcap #lindt #anniversary #romantic #love #blaauwklippen,#https://instagram.com/p/1JRHhIM8Qx/#,Positive
5849,"""Hope everyone had a happy Easter and found all your hidden Easter eggs"" - Spood",#https://instagram.com/p/1JDXqNDfUD/#,Positive
5852,"So blessed to have to have these happy buns in my life - #loopsbosch 
@matthewkleynhans 
@ashley.nichoas.bradley 
@sacharosestot",#https://instagram.com/p/1I-PwtBNX0/#,Positive
5860,Awesome day with @kaylkantor and @b_horwy this morning!! We found this massive log while walking to the Kommetjie Shipwreck funday # #beach #sky #skyporn #happy #friends #family #brothers #shipwreck #log #tree #boulders #boyfriend #girlfriend #love,#https://instagram.com/p/1ItCphxLBb/#,Positive
5861,Monday Funday with @mediamandean and the Kommetjie Shipwreck #beach #shipwreck #kommetjie #funny #selfie #bf #gf #love #boyfriend #girlfriend #funnyfaces #happy,#https://instagram.com/p/1IswCiRLA0/#,Positive
5862,We had such an amazing walk this morning to the Shipwreck on Kommetjie Beach :) Thanks @b_horwy for snapping this pic #bf  #beach #shipwreck #cute #couple #old #vintage #sand #beachsand #wreck #wrecked #kommetjie #capetown #mondayfunday #kisses #love,#https://instagram.com/p/1Isf7hxLAT/#,Positive
5866,Happiness is having the pussoirs in Capetonia #kommetjie #capetown #pussoirs #bests #bestfriends #happygirls #sundowners #dranks #magical #Earl,#https://instagram.com/p/1Ig5mOIGV0/#,Positive
5870,Easter Monday. Husband surfing. Beautiful day!,#https://instagram.com/p/1IdwzqPhb-/#,Positive
5872,#BornOrigianl #HappyMonday #Yall,#https://instagram.com/p/1IVFvzuI4x/#,Positive
5875,The view....#beauty,#https://instagram.com/p/1II4y6FCCB/#,Positive
5881,We bite bluebottles for fun ? #myman,#https://instagram.com/p/1JNhaRs9J9/#,Positive
